,category_code_description,market_value,parcel_number,sale_date,sale_price,total_area,taxable_building,taxable_land,zip_code,zoning,lat,lng,tax_assessment,sales_ratio
242433,Single Family,125200.0,365150000,2018-03-15,300000.0,742.0,102164.0,23036.0,191452204,RSA5 ,39.9292257021832,-75.17243132857391,125200.0,0.41733333333333333
242441,Single Family,125200.0,365150800,2018-04-13,198500.0,742.0,102164.0,23036.0,191452204,RSA5 ,39.928925144686204,-75.17249787585301,125200.0,0.6307304785894207
242452,Single Family,90000.0,364449400,2018-05-11,53500.0,842.56,67312.0,22688.0,191463423,RSA5 ,39.9355443241058,-75.19655313958908,90000.0,1.6822429906542056
242468,Single Family,47800.0,371446900,2018-10-06,33500.0,1065.0,0.0,7800.0,191332229,RM1  ,39.992337376027,-75.1442177732573,7800.0,0.23283582089552238
242475,Single Family,134500.0,365239500,2018-07-13,150000.0,672.0,0.0,14100.0,191464725,RSA5 ,39.9327568502269,-75.1740221130533,14100.0,0.094
242480,Single Family,115500.0,365013700,2019-02-12,357500.0,686.0,94247.0,21253.0,191451518,RSA5 ,39.9296234332177,-75.16915135088591,115500.0,0.3230769230769231
242494,Single Family,31900.0,371212400,2019-03-13,25000.0,560.0,22330.0,9570.0,191331411,RM1  ,39.9919813345893,-75.1504984574116,31900.0,1.276
242521,Single Family,41500.0,381019000,2018-03-15,26900.0,750.0,35275.0,6225.0,191321329,RSA5 ,40.00085543636921,-75.1704321588417,41500.0,1.5427509293680297
242530,Single Family,138100.0,371067000,2018-01-26,204900.0,1020.0,61365.0,36735.0,191332101,RM1  ,39.985988842347496,-75.1454571921902,98100.0,0.4787701317715959
242554,Single Family,28600.0,371149200,2018-08-03,10543.0,1068.75,20020.0,8580.0,191331902,RM1  ,39.9922427509079,-75.14681290020509,28600.0,2.7127003699136867
242555,Single Family,28600.0,371149300,2018-05-29,13637.0,1068.75,20020.0,8580.0,191331902,RM1  ,39.9922818186756,-75.14680433763179,28600.0,2.0972354623450906
242587,Single Family,39000.0,371244900,2018-07-02,21500.0,658.0,27300.0,11700.0,191331025,RM1  ,39.9883865236233,-75.152609310118,39000.0,1.813953488372093
242610,Single Family,73400.0,362145300,2018-10-30,69000.0,672.0,59107.0,14293.0,191463625,RSA5 ,39.938091377185,-75.1906865018537,73400.0,1.063768115942029
242616,Single Family,77500.0,364337300,2019-02-08,75000.0,821.28,62344.0,15156.0,191463702,RSA5 ,39.935063200418895,-75.19070872873779,77500.0,1.0333333333333334
242643,Single Family,25800.0,371397100,2018-08-24,20000.0,651.0,17286.0,8514.0,191331132,RM1  ,39.990960569666,-75.15173451493891,25800.0,1.29
242661,Single Family,78600.0,364423700,2019-02-11,80000.0,832.0,58816.0,19784.0,191463510,RSA5 ,39.934478773406795,-75.1949709703152,78600.0,0.9825
242671,Single Family,80200.0,364450605,2018-03-22,60000.0,767.0,0.0,0.0,191463425,RSA5 ,39.9348166226982,-75.19672025496159,0.0,0.0
242695,Single Family,146500.0,363021300,2019-03-07,173500.0,767.25,117931.0,28569.0,191464632,RSA5 ,39.9335828795151,-75.1771297570785,146500.0,0.8443804034582133
242764,Single Family,24400.0,371118700,2018-01-10,16000.0,579.5,17080.0,7320.0,191331920,RM1  ,39.992069760856296,-75.1458849909593,24400.0,1.525
242766,Single Family,28600.0,371149500,2018-04-07,30000.0,1068.75,20020.0,8580.0,191331902,RM1  ,39.99235888118329,-75.14678872608201,28600.0,0.9533333333333334
242776,Single Family,43100.0,371199300,2018-04-26,15000.0,672.0,30170.0,12930.0,191331453,RM1  ,39.990682916222895,-75.15023374810441,43100.0,2.8733333333333335
242827,Single Family,67800.0,362146100,2018-01-10,61000.0,644.0,54584.0,13216.0,191463625,RSA5 ,39.9377866812304,-75.190752474739,67800.0,1.1114754098360655
242833,Single Family,63100.0,362146700,2018-04-10,50000.0,644.0,50800.0,12300.0,191463625,RSA5 ,39.9375572771317,-75.1907997928904,63100.0,1.262
242848,Single Family,69500.0,364378500,2018-01-10,107000.0,705.0,55900.0,13600.0,191464430,RSA5 ,39.934628662362,-75.1918934330318,69500.0,0.6495327102803738
242886,Single Family,90200.0,364425700,2019-02-15,69500.0,858.0,67408.0,22792.0,191463523,RSA5 ,39.934794775927294,-75.1950897682801,90200.0,1.297841726618705
242917,Single Family,390000.0,363069700,2018-02-15,405000.0,960.0,323700.0,66300.0,191451430,RSA5 ,39.931510179834206,-75.1775862520157,390000.0,0.9629629629629629
242934,Single Family,258200.0,365394700,2018-05-18,125000.0,700.0,46528.0,45133.0,191452118,RSA5 ,39.9297201975314,-75.1746425915416,91661.0,0.733288
242944,Single Family,206000.0,365396200,2018-06-04,257000.0,665.0,128100.0,37900.0,191452119,RSA5 ,39.929441599881294,-75.174295982616,166000.0,0.6459143968871596
242964,Single Family,403500.0,364173500,2018-05-01,370000.0,769.5,0.0,75132.0,191464009,RSA5 ,39.9350331838636,-75.1851089569737,75132.0,0.20305945945945947
242966,Single Family,41300.0,364173700,2018-05-15,260000.0,769.5,25200.0,16100.0,191464009,RSA5 ,39.934955970652496,-75.1851249808963,41300.0,0.15884615384615386
242967,Single Family,236700.0,364173800,2018-04-06,244500.0,769.5,19479.0,44074.0,191464009,RSA5 ,39.934917396721204,-75.18513360784141,63553.0,0.25993047034764827
242974,Single Family,44400.0,364174500,2018-09-18,70000.0,769.5,27092.0,17308.0,191464009,RSA5 ,39.934642102127206,-75.18519400337641,44400.0,0.6342857142857142
243001,Single Family,113800.0,365379700,2018-04-17,153000.0,1008.0,92900.0,20900.0,191451415,RSA5 ,39.9310529170237,-75.1739612125084,113800.0,0.7437908496732026
243013,Single Family,65000.0,364313600,2018-10-26,64000.0,743.4,53182.0,11818.0,191464419,RSA5 ,39.9342233518989,-75.19018501831141,65000.0,1.015625
243046,Single Family,67900.0,362147000,2018-04-26,100000.0,644.0,54600.0,13300.0,191463625,RSA5 ,39.937441649056396,-75.190824955656,67900.0,0.679
243047,Single Family,67900.0,362147100,2018-04-26,100000.0,644.0,54600.0,13300.0,191463625,RSA5 ,39.9374028884107,-75.1908330646679,67900.0,0.679
243064,Single Family,68300.0,364379100,2018-06-08,246000.0,658.0,55000.0,13300.0,191464430,RSA5 ,39.934391108476504,-75.1919452431213,68300.0,0.27764227642276423
243077,Single Family,76500.0,371154600,2018-12-12,20000.0,1455.0,55100.0,21400.0,191331511,RM1  ,39.985881039072105,-75.1489696911497,76500.0,3.825
243083,Single Family,25300.0,371155200,2018-08-31,87500.0,3200.0,11132.0,14168.0,191331511,RM1  ,39.986155502368,-75.1488894221284,25300.0,0.28914285714285715
243103,Single Family,140000.0,365012800,2018-04-04,380000.0,705.0,74300.0,25700.0,191451518,RSA5 ,39.9299664686793,-75.1690803732622,100000.0,0.2631578947368421
243171,Single Family,98500.0,371096800,2018-01-31,65000.0,1120.0,70920.0,27580.0,191331501,CMX2 ,39.9854563161126,-75.1464769325932,98500.0,1.5153846153846153
243176,Single Family,70500.0,365230000,2019-01-07,285000.0,672.0,57300.0,13200.0,191464724,RSA5 ,39.933365895041106,-75.1736007660405,70500.0,0.24736842105263157
243203,Single Family,65100.0,365303200,2018-02-20,258000.0,746.62,5082.0,20018.0,191463128,RSA5 ,39.935785357526996,-75.16985275080751,25100.0,0.09728682170542635
243205,Single Family,52200.0,365303400,2019-03-04,165000.0,700.0,30798.0,21402.0,191463128,RSA5 ,39.9358013945621,-75.16994870639842,52200.0,0.31636363636363635
243208,Single Family,351200.0,365303700,2018-06-28,365000.0,700.0,62773.0,68396.0,191463128,RSA5 ,39.935826279919404,-75.170094187301,131169.0,0.35936712328767123
243212,Single Family,500300.0,365304300,2018-05-23,485000.0,700.0,0.0,95057.0,191463029,RSA5 ,39.935945400978206,-75.1708638805856,95057.0,0.1959938144329897
243215,Single Family,99200.0,365380000,2018-05-21,362500.0,1008.0,80947.0,18253.0,191451415,RSA5 ,39.9310733602579,-75.1741268017727,99200.0,0.2736551724137931
243227,Single Family,65000.0,364313900,2018-11-26,130500.0,743.4,53182.0,11818.0,191464419,RSA5 ,39.9341059677604,-75.19021094225779,65000.0,0.49808429118773945
243228,Single Family,71000.0,364314000,2019-03-15,97000.0,735.0,58091.0,12909.0,191464419,RSA5 ,39.9340672034068,-75.1902183584793,71000.0,0.7319587628865979
243232,Single Family,65000.0,364314400,2019-03-12,25000.0,735.0,53182.0,11818.0,191464419,RSA5 ,39.9339113712825,-75.1902513811017,65000.0,2.6
243238,Single Family,65000.0,364315100,2018-06-29,135000.0,735.0,53182.0,11818.0,191464419,RSA5 ,39.9336397059975,-75.19030925401479,65000.0,0.48148148148148145
243280,Single Family,71500.0,364179900,2018-10-30,259000.0,778.8,57523.0,13977.0,191451314,RSA5 ,39.932350126475704,-75.1857457087598,71500.0,0.27606177606177607
243284,Single Family,9300.0,371125000,2018-05-08,20000.0,798.0,3720.0,5580.0,191331919,RM1  ,39.9914134866531,-75.14621505205591,9300.0,0.465
243316,Single Family,220000.0,363020400,2018-07-05,292500.0,717.75,137100.0,42900.0,191464632,RSA5 ,39.9335241887909,-75.17668212803059,180000.0,0.6153846153846154
243343,Single Family,9700.0,371250500,2019-03-18,20000.0,672.0,3880.0,5820.0,191331016,RM1  ,39.9882940384985,-75.1528117737582,9700.0,0.485
243344,Single Family,9700.0,371250600,2019-03-18,20000.0,672.0,3880.0,5820.0,191331016,RM1  ,39.9883324079475,-75.15280327348371,9700.0,0.485
243353,Single Family,123300.0,363072200,2018-12-26,154000.0,952.0,99133.0,24167.0,191451432,RSA5 ,39.931717540478296,-75.17925463254521,123300.0,0.8006493506493506
243354,Single Family,123300.0,363072300,2018-08-31,130000.0,952.0,9561.0,26139.0,191451432,RSA5 ,39.931723766634605,-75.179303917985,35700.0,0.2746153846153846
243355,Single Family,269000.0,363118200,2018-03-22,292554.0,1049.22,221979.0,47021.0,191451423,RSA5 ,39.930594176723396,-75.1776672921269,269000.0,0.9194883679594195
243404,Single Family,128300.0,365279500,2018-03-20,220000.0,915.0,102000.0,26300.0,191463003,RSA5 ,39.937027628833704,-75.1714167945242,128300.0,0.5831818181818181
243406,Single Family,153200.0,365279800,2018-10-26,545000.0,915.0,121893.0,31307.0,191463003,RSA5 ,39.937047177455504,-75.1715717382405,153200.0,0.28110091743119264
243412,Single Family,57500.0,364220600,2018-07-13,120000.0,672.0,47075.0,10425.0,191464416,RSA5 ,39.9352229993389,-75.1880204099967,57500.0,0.4791666666666667
243437,Single Family,130700.0,365381900,2018-10-16,132500.0,686.0,106651.0,24049.0,191451406,RSA5 ,39.9308850065522,-75.173954862796,130700.0,0.9864150943396226
243450,Single Family,60500.0,364315400,2018-01-30,75000.0,743.93,49500.0,11000.0,191464419,RSA5 ,39.933523155513605,-75.19033482543641,60500.0,0.8066666666666666
243452,Single Family,94000.0,364131100,2019-02-06,117000.0,960.0,75609.0,18391.0,191464125,RSA5 ,39.9338505682175,-75.1829626851644,94000.0,0.8034188034188035
243480,Single Family,41300.0,371103401,2018-03-13,84150.0,1125.7,28910.0,12390.0,191331917,RM1  ,39.9914669861851,-75.1451596404788,41300.0,0.49079025549613786
243525,Single Family,39900.0,371205400,2018-07-11,12500.0,654.24,27930.0,11970.0,191331452,RM1  ,39.9910636542736,-75.150432722166,39900.0,3.192
243550,Single Family,56500.0,371224900,2018-06-26,1863147.0,1022.04,39550.0,16950.0,191331124,RM1  ,39.9915002288081,-75.15102472797129,56500.0,0.030325036081425675
243582,Single Family,74100.0,362153700,2019-03-19,110000.0,686.0,59581.0,14519.0,191463628,RSA5 ,39.9363851244629,-75.191337157304,74100.0,0.6736363636363636
243616,Single Family,319800.0,365248100,2018-05-18,359000.0,1120.0,220558.0,59242.0,191464701,RSA5 ,39.934410080579205,-75.1738780366457,279800.0,0.7793871866295264
243623,Single Family,171900.0,365328200,2018-11-29,135000.0,8480.0,136724.0,35176.0,191463033,RSA5 ,39.9354266517385,-75.1728844024769,171900.0,1.2733333333333334
243634,Single Family,317400.0,364032900,2018-03-27,310000.0,980.0,21615.0,59100.0,191464205,RM1  ,39.93331632366289,-75.181897048843,80715.0,0.26037096774193547
243641,Single Family,238100.0,364033600,2018-06-14,285000.0,980.0,153772.0,44328.0,191464205,RM1  ,39.9333610856182,-75.1822403945673,198100.0,0.6950877192982456
243648,Single Family,133400.0,365351800,2019-01-24,170000.0,848.0,107400.0,26000.0,191464747,RSA5 ,39.9337772786839,-75.1733764048106,133400.0,0.7847058823529411
243661,Single Family,32600.0,372173900,2019-03-21,20500.0,536.17,24971.0,7629.0,191331825,RM1  ,39.999832634945,-75.14544936079099,32600.0,1.5902439024390245
243663,Single Family,67900.0,372251800,2018-01-17,22000.0,1712.0,52962.0,14938.0,191331228,RM1  ,39.996090025903705,-75.1499806236038,67900.0,3.0863636363636364
243664,Single Family,51900.0,372251900,2018-11-02,23000.0,1712.0,40482.0,11418.0,191331228,RM1  ,39.9961350085093,-75.14997319014309,51900.0,2.256521739130435
243669,Single Family,50000.0,372252800,2018-11-28,30000.0,1125.0,39000.0,11000.0,191331326,RM1  ,39.9970231048602,-75.14980446810151,50000.0,1.6666666666666667
243700,Single Family,7400.0,371124200,2019-01-17,80000.0,872.62,2960.0,4440.0,191331908,RM1  ,39.9908430952127,-75.146319656798,7400.0,0.0925
243715,Single Family,317400.0,364226200,2018-08-20,308250.0,672.0,16073.0,54878.0,191464432,RSA5 ,39.9349609154619,-75.18787327544909,70951.0,0.23017356042173562
243716,Single Family,57500.0,364226300,2018-04-11,70000.0,672.0,7075.0,10425.0,191464432,RSA5 ,39.9349671264729,-75.187922576165,17500.0,0.25
243718,Single Family,57500.0,364226500,2018-07-13,35000.0,672.0,47075.0,10425.0,191464432,RSA5 ,39.9349794185418,-75.1880209695022,57500.0,1.6428571428571428
243759,Single Family,70800.0,364319800,2018-12-28,97000.0,708.0,57996.0,12804.0,191463724,RSA5 ,39.935386746134604,-75.1901240645125,70800.0,0.7298969072164948
243771,Single Family,90700.0,364342200,2018-09-07,234900.0,977.5,72947.0,17753.0,191451201,RSA5 ,39.93274384418871,-75.1911999039055,90700.0,0.38612175393784587
243793,Single Family,38600.0,381048500,2018-03-23,67500.0,984.25,0.0,0.0,191321914,RSA5 ,39.9981133547487,-75.1717102935297,0.0,0.0
243829,Single Family,475000.0,365248910,2018-06-29,495000.0,1072.0,0.0,90250.0,191464701,RSA5 ,39.9340302954796,-75.1739644488959,90250.0,0.18232323232323233
243836,Single Family,186900.0,365302405,2018-07-23,140000.0,800.0,108586.0,38314.0,191463128,RSA5 ,39.9357183330719,-75.1694535354921,146900.0,1.0492857142857144
243848,Single Family,28800.0,372120300,2019-02-15,15000.0,560.0,22061.0,6739.0,191332036,RM1  ,39.999998919568604,-75.14389240921129,28800.0,1.92
243862,Single Family,71500.0,364079500,2018-08-28,273500.0,667.0,57523.0,13977.0,191451325,RSA5 ,39.931567124023104,-75.18397632421541,71500.0,0.26142595978062155
243864,Single Family,66500.0,364079700,2018-01-10,229000.0,667.0,13500.0,13000.0,191451325,RSA5 ,39.931580208292296,-75.18407642248091,26500.0,0.11572052401746726
243867,Single Family,113200.0,365401000,2018-05-31,137000.0,658.0,92371.0,20829.0,191452117,RSA5 ,39.9290856635206,-75.1743875682158,113200.0,0.8262773722627738
243871,Single Family,411500.0,365163310,2018-11-02,450000.0,667.0,0.0,76230.0,191464726,RSA5 ,39.934191304002795,-75.1718238396957,76230.0,0.1694
243874,Single Family,356600.0,365163610,2018-06-11,435000.0,667.0,0.0,64188.0,191464726,RSA5 ,39.9340680725266,-75.1718503028833,64188.0,0.14755862068965517
243895,Single Family,70600.0,364178000,2019-02-28,250000.0,726.75,56845.0,13755.0,191464011,RSA5 ,39.933179051736005,-75.1855424422011,70600.0,0.2824
243907,Single Family,71500.0,364179500,2018-12-27,245000.0,778.8,57523.0,13977.0,191451314,RSA5 ,39.9325019358345,-75.1857133900787,71500.0,0.29183673469387755
243910,Single Family,265900.0,365253400,2018-01-05,288000.0,1008.0,179432.0,46468.0,191451402,RSA5 ,39.931152376968704,-75.17462026894042,225900.0,0.784375
243914,Single Family,251200.0,365253800,2018-11-01,168000.0,1008.0,207307.0,43893.0,191451402,RSA5 ,39.930978118012,-75.17465885436842,251200.0,1.4952380952380953
243918,Single Family,193600.0,365254400,2018-06-11,65000.0,1056.0,157978.0,35622.0,191452102,RSA5 ,39.9298423325044,-75.1748693597545,193600.0,2.9784615384615383
243959,Single Family,362600.0,365358900,2018-02-16,380000.0,1216.0,299226.0,63374.0,191464841,RSA5 ,39.9320520834486,-75.16935543359101,362600.0,0.9542105263157895
243964,Single Family,21400.0,381004200,2018-10-24,19900.0,1140.34,17869.0,3531.0,191321901,RSA5 ,39.9998849622429,-75.17013384817041,21400.0,1.0753768844221105
243972,Single Family,22100.0,381005000,2018-01-05,23000.0,1140.34,18785.0,3315.0,191321901,RSA5 ,40.0002176958009,-75.1700600092242,22100.0,0.9608695652173913
244042,Single Family,36600.0,371182300,2018-06-26,1863147.0,874.35,25620.0,10980.0,191331626,RM1  ,39.992209886383,-75.14897606814729,36600.0,0.01964418266513592
244050,Single Family,295700.0,365302900,2018-06-07,344000.0,700.0,238200.0,57500.0,191463128,RSA5 ,39.9357600753296,-75.16970618491379,295700.0,0.859593023255814
244100,Single Family,121300.0,365208300,2018-03-05,345000.0,1008.0,59000.0,22300.0,191464717,RSA5 ,39.93176663996061,-75.17326458672629,81300.0,0.23565217391304347
244154,Single Family,35800.0,372416100,2018-04-18,21000.0,826.5,27422.0,8378.0,191332433,RM1  ,39.9970376168801,-75.143233744204,35800.0,1.7047619047619047
244160,Single Family,365800.0,364040200,2018-01-30,352500.0,672.0,0.0,68112.0,191464206,RM1  ,39.9331694024958,-75.1821287577575,68112.0,0.1932255319148936
244184,Single Family,122100.0,365406900,2018-05-30,190000.0,1040.0,99700.0,22400.0,191452125,RSA5 ,39.928942672561796,-75.1745686144917,122100.0,0.6426315789473684
244223,Single Family,30000.0,371083001,2018-03-13,69200.0,887.74,21000.0,9000.0,191332209,RM1  ,39.9905103556295,-75.144737540635,30000.0,0.43352601156069365
244263,Single Family,45100.0,371183600,2019-01-02,118000.0,864.0,31570.0,13530.0,191331001,RM1  ,39.9859390726971,-75.15065631560199,45100.0,0.3822033898305085
244301,Single Family,93000.0,364130900,2018-12-31,36500.0,960.0,74830.0,18170.0,191464126,RSA5 ,39.9339389149644,-75.1829425552312,93000.0,2.547945205479452
244313,Single Family,349400.0,363176800,2018-10-16,361999.0,1120.0,248406.0,60994.0,191452103,RSA5 ,39.929413495719,-75.17541288141071,309400.0,0.8546984936422476
244321,Single Family,93300.0,364129900,2018-12-10,315000.0,960.0,77929.0,15371.0,191464115,RSA5 ,39.934530844814404,-75.18281012176709,93300.0,0.29619047619047617
244331,Single Family,30100.0,371071600,2018-04-04,25000.0,1030.68,21070.0,9030.0,191332201,RM1  ,39.9901362478084,-75.1445688672353,30100.0,1.204
244366,Single Family,78100.0,364223100,2018-06-15,189900.0,630.0,58400.0,19700.0,191463513,RSA5 ,39.935799898240006,-75.1925466172948,78100.0,0.4112690889942075
244373,Single Family,30200.0,371123800,2018-08-20,1168800.0,872.62,21140.0,9060.0,191331908,RM1  ,39.99072435007729,-75.1463456498951,30200.0,0.025838466803559206
244374,Single Family,30800.0,371124000,2018-01-16,21000.0,872.62,21560.0,9240.0,191331908,RM1  ,39.9907656208547,-75.1463361757645,30800.0,1.4666666666666666
244399,Single Family,590000.0,361027000,2019-03-14,640000.0,800.0,460000.0,130000.0,191462809,RSA5 ,39.9377532240781,-75.1774289381833,590000.0,0.921875
244400,Single Family,560000.0,361027100,2018-05-23,625000.0,800.0,0.0,146000.0,191462809,RSA5 ,39.93776046499671,-75.1774849513142,146000.0,0.2336
244401,Single Family,560000.0,361027200,2018-09-17,600000.0,800.0,0.0,146000.0,191462809,RSA5 ,39.9377673282034,-75.1775409974809,146000.0,0.24333333333333335
244408,Single Family,427800.0,361027900,2018-03-01,406000.0,800.0,0.0,111254.0,191462809,RSA5 ,39.937817354344,-75.1779362329279,111254.0,0.2740246305418719
244414,Single Family,121200.0,365232800,2018-05-04,341000.0,700.0,98900.0,22300.0,191464745,RSA5 ,39.9320586699384,-75.1738926255724,121200.0,0.35542521994134896
244426,Single Family,385000.0,364174900,2018-09-24,395000.0,769.5,0.0,73000.0,191464009,RSA5 ,39.9344849951445,-75.18522762084109,73000.0,0.1848101265822785
244428,Single Family,385000.0,364175100,2018-04-21,375000.0,769.5,0.0,73000.0,191464009,RSA5 ,39.9344070239504,-75.1852448435223,73000.0,0.19466666666666665
244432,Single Family,75300.0,364175500,2018-06-11,100000.0,769.5,60563.0,14737.0,191464009,RSA5 ,39.934250433382104,-75.1852784272202,75300.0,0.753
244436,Single Family,66200.0,364176400,2018-01-19,220000.0,726.75,53300.0,12900.0,191464011,RSA5 ,39.9338032055893,-75.1854039071644,66200.0,0.3009090909090909
244446,Single Family,165000.0,365250400,2018-03-05,60000.0,1088.0,132825.0,32175.0,191464743,RSA5 ,39.933037570958206,-75.1741846177558,165000.0,2.75
244455,Single Family,207500.0,365383900,2019-02-28,790000.0,1043.62,169320.0,38180.0,191451530,RSA5 ,39.9295238520982,-75.1693974981159,207500.0,0.2626582278481013
244480,Single Family,65600.0,364272000,2019-03-07,192000.0,775.0,53663.0,11937.0,191451218,RSA5 ,39.932072670267,-75.18873994093241,65600.0,0.3416666666666667
244493,Single Family,165100.0,365354800,2018-06-01,300000.0,1044.0,132906.0,32194.0,191464760,RSA5 ,39.9333026495421,-75.1719711187281,165100.0,0.5503333333333333
244496,Single Family,36000.0,381001200,2018-03-09,35000.0,1431.0,30600.0,5400.0,191321927,RSA5 ,39.9983203535543,-75.1704882271793,36000.0,1.0285714285714285
244509,Single Family,37200.0,381002500,2018-09-22,22000.0,1431.0,31620.0,5580.0,191321927,RSA5 ,39.9989807849906,-75.1703451904149,37200.0,1.690909090909091
244534,Single Family,153600.0,365283000,2018-02-05,186050.0,915.0,122192.0,31408.0,191463006,RSA5 ,39.9366725891757,-75.17079717767541,153600.0,0.8255845202902445
244543,Single Family,129700.0,363221200,2018-09-22,105000.0,672.0,105835.0,23865.0,191464628,RSA5 ,39.9323203396669,-75.1768758552052,129700.0,1.2352380952380952
244557,Single Family,122700.0,365251800,2018-07-09,50000.0,1040.0,100225.0,22475.0,191464744,RSA5 ,39.93204333394979,-75.1743951853361,122700.0,2.454
244560,Single Family,122400.0,365252100,2018-07-20,295000.0,1040.0,59900.0,22500.0,191464744,RSA5 ,39.93191303490529,-75.1744227921236,82400.0,0.27932203389830507
244574,Single Family,8000.0,371050400,2018-02-23,16400.0,1125.0,3200.0,4800.0,191332115,RM1  ,39.98716833727929,-75.14437775968241,8000.0,0.4878048780487805
244575,Single Family,24300.0,371050500,2018-03-06,50000.0,1125.0,16281.0,8019.0,191332115,RM1  ,39.9872087297273,-75.1443687753708,24300.0,0.486
244581,Single Family,59000.0,364272800,2018-07-24,60000.0,761.1,48300.0,10700.0,191464414,RSA5 ,39.934209584428295,-75.1885705649187,59000.0,0.9833333333333333
244606,Single Family,160000.0,365356800,2018-01-25,188100.0,928.0,128800.0,31200.0,191464749,RSA5 ,39.9335138708806,-75.17356641958959,160000.0,0.8506113769271664
244646,Single Family,124800.0,365332700,2018-08-20,1168800.0,542.5,99302.0,25498.0,191463034,RSA5 ,39.9352456388894,-75.17310229407771,124800.0,0.10677618069815195
244663,Single Family,127800.0,363274400,2018-11-13,280000.0,1088.0,100798.0,27002.0,191451336,RSA5 ,39.9313994844484,-75.18016350634551,127800.0,0.4564285714285714
244671,Single Family,152800.0,365306300,2019-01-07,24217.0,855.0,121509.0,31291.0,191463017,RSA5 ,39.9362060971128,-75.17251348522791,152800.0,6.309617211050089
244696,Single Family,92900.0,364082500,2018-07-18,118000.0,961.0,74729.0,18171.0,191451323,RSA5 ,39.931463951146,-75.1844048504116,92900.0,0.7872881355932203
244698,Single Family,92900.0,364082700,2019-02-18,249000.0,961.0,74729.0,18171.0,191451323,RSA5 ,39.9314792177876,-75.18451282473,92900.0,0.37309236947791163
244705,Single Family,161900.0,365357200,2019-04-01,277750.0,969.0,130330.0,31570.0,191464749,RSA5 ,39.9335613433521,-75.1739095852976,161900.0,0.582898289828983
244723,Single Family,43500.0,372085300,2018-08-27,32500.0,1188.54,33321.0,10179.0,191332002,RM1  ,39.9964154892213,-75.1440909574308,43500.0,1.3384615384615384
244724,Single Family,42400.0,372085400,2018-10-05,109000.0,1122.51,32478.0,9922.0,191332002,RM1  ,39.9964630581061,-75.14408132962751,42400.0,0.3889908256880734
244744,Single Family,130400.0,353266200,2018-06-22,119000.0,3547.0,97670.0,32730.0,191115235,RSA5 ,40.050253113750294,-75.0939220453428,130400.0,1.0957983193277312
244767,Single Family,85100.0,364035000,2018-12-12,295000.0,1035.0,68424.0,16676.0,191464105,RSA5 ,39.9334707410244,-75.1830803591092,85100.0,0.28847457627118644
244779,Single Family,121100.0,365075100,2018-02-27,255000.0,658.0,98818.0,22282.0,191452216,RSA5 ,39.9287521011651,-75.1709075951634,121100.0,0.47490196078431374
244782,Single Family,133800.0,365121100,2018-05-01,167500.0,896.0,107800.0,26000.0,191464827,RSA5 ,39.9325472648407,-75.1710560917248,133800.0,0.7988059701492537
244816,Single Family,91200.0,364135000,2018-11-28,159000.0,900.0,73347.0,17853.0,191464132,RSA5 ,39.9334517852638,-75.1843327363256,91200.0,0.5735849056603773
244820,Single Family,233900.0,365166600,2018-07-10,301123.0,728.0,190569.0,43331.0,191464728,RSA5 ,39.932623759248706,-75.1721329514725,233900.0,0.776758998814438
244828,Single Family,117400.0,365167700,2018-11-08,170000.0,778.14,8498.0,21502.0,191464730,RSA5 ,39.9319869899175,-75.1722709965499,30000.0,0.17647058823529413
244836,Single Family,85900.0,371281100,2018-10-05,210000.0,1472.0,61903.0,23997.0,191324510,RM1  ,39.9866196626339,-75.1545460923987,85900.0,0.40904761904761905
244845,Single Family,47300.0,371336301,2019-02-15,110000.0,1128.82,0.0,0.0,191331019,RM1  ,39.9874710582299,-75.15148111110491,0.0,0.0
244877,Single Family,84100.0,363083100,2018-06-26,146000.0,658.0,66355.0,17745.0,191451302,RSA5 ,39.9317403101619,-75.1806574695616,84100.0,0.576027397260274
244881,Single Family,40000.0,363083500,2019-01-26,16000.0,658.0,23040.0,16960.0,191451302,RSA5 ,39.931766713596296,-75.1808526931365,40000.0,2.5
244882,Single Family,403500.0,363083600,2018-11-05,396000.0,658.0,3437.0,81265.0,191451302,RSA5 ,39.931773320236104,-75.1809016588824,84702.0,0.2138939393939394
244914,Single Family,7100.0,372176900,2018-07-05,12000.0,630.29,3777.0,3323.0,191331731,RM1  ,39.9951709487965,-75.14658147706409,7100.0,0.5916666666666667
244917,Single Family,329100.0,363179200,2018-04-16,409000.0,720.0,27765.0,57527.0,191464619,RSA5 ,39.9318646556639,-75.1750576967505,85292.0,0.20853789731051345
244921,Single Family,405000.0,363179600,2018-05-01,425000.0,720.0,319950.0,85050.0,191464619,RSA5 ,39.931702203492996,-75.1750909466673,405000.0,0.9529411764705882
244922,Single Family,390000.0,363179700,2018-09-12,419900.0,720.0,19900.0,66300.0,191464619,RSA5 ,39.931660566066796,-75.1750997839286,86200.0,0.20528697308883068
244997,Single Family,128000.0,363132100,2018-05-03,62000.0,675.0,104500.0,23500.0,191452014,RSA5 ,39.9300146740701,-75.17703820665409,128000.0,2.064516129032258
245029,Single Family,268000.0,363180900,2018-03-19,298000.0,672.0,36740.0,45560.0,191452106,RSA5 ,39.929606635629604,-75.1755976418237,82300.0,0.2761744966442953
245043,Single Family,393800.0,365212700,2018-10-05,487500.0,750.0,0.0,74822.0,191464704,RSA5 ,39.9343522299212,-75.1729191797436,74822.0,0.15348102564102564
