,category_code_description,market_value,parcel_number,sale_date,sale_price,total_area,taxable_building,taxable_land,zip_code,zoning,lat,lng,tax_assessment,sales_ratio
1,Single Family,255100.0,11430000,2018-08-06,585000.0,1042.72,158213.0,56887.0,191481303,RM1  ,39.928149407317,-75.1523772221798,215100.0,0.3676923076923077
20,Single Family,662600.0,21013214,2019-01-11,632500.0,1019.89,0.0,188842.0,191470000,CMX2 ,39.9383849860637,-75.1568338449419,188842.0,0.29856442687747037
48,Single Family,303400.0,11380300,2018-11-23,309000.0,693.01,59565.0,64275.0,191481807,RSA5 ,39.9267833226395,-75.1550695963031,123840.0,0.4007766990291262
51,Single Family,161200.0,11380600,2018-11-17,145000.0,701.0,85252.0,35948.0,191481807,RSA5 ,39.926802996320504,-75.15521763486659,121200.0,0.8358620689655173
102,Single Family,460000.0,21583600,2018-10-29,330000.0,629.01,117061.0,107939.0,191475032,RSA5 ,39.933901861336295,-75.16244948695271,225000.0,0.6818181818181818
114,Single Family,285100.0,12364700,2018-06-15,280000.0,851.62,232356.0,52744.0,191481611,RSA5 ,39.926520223649604,-75.1618491963618,285100.0,1.0182142857142857
117,Single Family,256500.0,12365500,2018-06-26,335000.0,712.79,209048.0,47452.0,191481620,RSA5 ,39.9262708034651,-75.1610993340622,256500.0,0.7656716417910447
127,Single Family,214300.0,12366600,2019-01-29,130000.0,593.75,174653.0,39647.0,191481620,RSA5 ,39.9263252827715,-75.16158947003241,214300.0,1.6484615384615384
155,Single Family,292000.0,12451300,2018-08-03,370000.0,757.92,220460.0,71540.0,191476307,RSA5 ,39.9302324660138,-75.16376343400829,292000.0,0.7891891891891892
167,Single Family,648100.0,12452400,2018-05-08,600000.0,757.92,75263.0,150845.0,191476307,RSA5 ,39.930622507874205,-75.16413157621791,226108.0,0.37684666666666666
209,Single Family,339400.0,21411000,2018-09-12,480000.0,800.0,205385.0,94015.0,191475304,RSA5 ,39.9327346013235,-75.1497200542343,299400.0,0.62375
257,Single Family,193300.0,21537400,2019-03-11,293500.0,720.0,135332.0,57968.0,191473725,RSA5 ,39.9388664105298,-75.15930952542949,193300.0,0.658603066439523
282,Single Family,176500.0,12018400,2018-04-27,369999.0,728.0,108436.0,28064.0,191475807,RSA5 ,39.9318794998911,-75.1555909424838,136500.0,0.368919915999773
320,Single Family,181900.0,11256500,2018-04-12,385000.0,799.0,141336.0,40564.0,191475827,RSA5 ,39.9302452296774,-75.154208776062,181900.0,0.4724675324675325
342,Single Family,188500.0,11396500,2018-07-24,200000.0,795.0,106466.0,42034.0,191481817,RSA5 ,39.92550292736279,-75.1532269042469,148500.0,0.7425
351,Single Family,174000.0,11397400,2018-11-05,192500.0,737.1,135199.0,38801.0,191481817,RSA5 ,39.925635092666205,-75.153673801203,174000.0,0.9038961038961039
352,Single Family,188500.0,11397500,2018-05-22,155000.0,729.9,146466.0,42034.0,191481817,RSA5 ,39.9256495088467,-75.1537235386998,188500.0,1.2161290322580645
361,Single Family,308700.0,21471400,2018-03-30,487000.0,960.0,182000.0,86700.0,191474833,RSA5 ,39.9340528952658,-75.15551799389691,268700.0,0.5517453798767967
370,Single Family,195800.0,11438200,2018-02-06,24000.0,729.0,152138.0,43662.0,191481310,RSA5 ,39.92750306281221,-75.1527418923091,195800.0,8.158333333333333
372,Single Family,180700.0,11438400,2018-07-23,270000.0,729.0,100405.0,40295.0,191481310,RSA5 ,39.927425383065795,-75.1527603063258,140700.0,0.5211111111111111
377,Single Family,195800.0,11439300,2018-11-29,254800.0,736.29,152137.0,43663.0,191481311,RSA5 ,39.9281750464873,-75.15287971024179,195800.0,0.7684458398744113
418,Single Family,311500.0,11090300,2018-11-21,335000.0,1657.28,189887.0,81613.0,191481304,RSA5 ,39.9273340678388,-75.1483341582232,271500.0,0.8104477611940298
440,Single Family,433500.0,11304300,2018-07-13,500000.0,809.0,0.0,91035.0,191475910,RSA5 ,39.930012211046,-75.1507571907514,91035.0,0.18207
457,Single Family,285700.0,11133400,2018-01-10,263000.0,489.99,214589.0,71111.0,191481910,RSA5 ,39.9257869953493,-75.1492463281364,285700.0,1.0863117870722434
460,Single Family,206700.0,11133800,2018-11-26,210000.0,658.0,152545.0,54155.0,191481928,RSA5 ,39.9259136154307,-75.150134475678,206700.0,0.9842857142857143
491,Single Family,655000.0,12337510,2018-06-08,660000.0,736.0,0.0,117900.0,191481654,RSA5 ,39.928025341547,-75.1627184346124,117900.0,0.17863636363636365
511,Single Family,178900.0,12150200,2018-04-04,138000.0,686.0,110455.0,28445.0,191481709,RSA5 ,39.9258803393232,-75.1566451245752,138900.0,1.0065217391304349
515,Single Family,476500.0,11431500,2018-07-20,575000.0,1010.72,335553.0,100947.0,191481303,RM1  ,39.927495142087004,-75.15252279284691,436500.0,0.7591304347826087
528,Single Family,183600.0,12009400,2018-05-07,324900.0,468.0,115867.0,27733.0,191475730,RSA5 ,39.9325378882205,-75.1572706350816,143600.0,0.4419821483533395
547,Single Family,169200.0,12103600,2018-08-24,135000.0,600.0,142297.0,26903.0,191481220,RSA5 ,39.9282917492874,-75.1559141212649,169200.0,1.2533333333333334
657,Single Family,554500.0,21061930,2018-02-20,575000.0,902.0,396468.0,158032.0,191473716,RSA5 ,39.938791884808296,-75.16198093769421,554500.0,0.9643478260869566
672,Single Family,218300.0,21114600,2019-01-09,435000.0,706.2,146261.0,72039.0,191474711,RSA5 ,39.936703805403795,-75.15728479297229,218300.0,0.5018390804597701
710,Single Family,229000.0,12371500,2019-02-27,120000.0,798.0,186634.0,42366.0,191481612,RSA5 ,39.9259470832567,-75.1613353282433,229000.0,1.9083333333333334
738,Single Family,657200.0,21591600,2018-07-19,740000.0,960.0,184932.0,187302.0,191473603,RM1  ,39.939441823252395,-75.1628034570575,372234.0,0.5030189189189189
747,Single Family,232500.0,12372300,2018-10-15,190000.0,960.0,189488.0,43012.0,191481612,RSA5 ,39.9260021620524,-75.1617304730039,232500.0,1.2236842105263157
784,Single Family,276100.0,12457300,2019-03-07,350000.0,985.2,208454.0,67646.0,191481034,RSA5 ,39.930467469427796,-75.167018341066,276100.0,0.7888571428571428
786,Single Family,278800.0,12457500,2018-06-07,300000.0,985.2,210495.0,68305.0,191481034,RSA5 ,39.930484976182896,-75.1671232714043,278800.0,0.9293333333333333
819,Single Family,311200.0,12069800,2018-11-29,295000.0,567.0,224193.0,47007.0,191475804,RSA5 ,39.932504216275,-75.1562483130704,271200.0,0.9193220338983051
850,Single Family,244500.0,22013700,2018-11-13,218000.0,410.0,171200.0,73300.0,191473010,RM1  ,39.9397646445428,-75.15266302057759,244500.0,1.121559633027523
884,Single Family,346500.0,12163200,2018-06-21,275000.0,891.0,254161.0,52339.0,191481712,RSA5 ,39.9253655824334,-75.1568163086553,306500.0,1.1145454545454545
905,Single Family,192600.0,12212600,2018-07-16,309000.0,854.0,161977.0,30623.0,191475713,RSA5 ,39.9309872377198,-75.1583631406515,192600.0,0.6233009708737864
915,Single Family,212900.0,12024500,2018-05-11,185000.0,855.0,179048.0,33852.0,191475723,RSA5 ,39.9318723892706,-75.157086705271,212900.0,1.1508108108108108
932,Single Family,174800.0,11404500,2019-01-10,193500.0,663.84,135821.0,38979.0,191481836,RSA5 ,39.9255745429545,-75.1554890066261,174800.0,0.903359173126615
945,Single Family,390300.0,11260900,2018-05-15,395000.0,922.5,128799.0,82685.0,191476516,RSA5 ,39.929833093475295,-75.1526490474542,211484.0,0.5354025316455696
949,Single Family,708800.0,11261337,2018-01-26,750000.0,880.0,0.0,148800.0,191476516,RSA5 ,39.9298349993334,-75.15291826943029,148800.0,0.1984
950,Single Family,708800.0,11261339,2018-02-06,727205.0,880.0,0.0,148800.0,191476516,RSA5 ,39.9298452081511,-75.1529955849725,148800.0,0.2046190551495108
951,Single Family,708800.0,11261341,2018-01-26,709770.0,880.0,0.0,148800.0,191476516,RSA5 ,39.9298554236155,-75.1530729178374,148800.0,0.20964537808022318
957,Single Family,225900.0,11352700,2018-07-21,505000.0,960.0,135524.0,50376.0,191481234,RSA5 ,39.9285290516041,-75.1546887488667,185900.0,0.3681188118811881
966,Single Family,177200.0,11354100,2018-04-09,189900.0,742.0,137685.0,39515.0,191481217,RSA5 ,39.9282878772232,-75.15419420363949,177200.0,0.9331226961558715
970,Single Family,171400.0,11354500,2018-03-22,260000.0,742.0,135089.0,36311.0,191481217,RSA5 ,39.928314303267705,-75.1543923570952,171400.0,0.6592307692307692
1002,Single Family,193800.0,11443700,2019-01-10,385000.0,736.29,150583.0,43217.0,191481328,RSA5 ,39.9274442092696,-75.15324951824891,193800.0,0.5033766233766234
1003,Single Family,193800.0,11443800,2019-02-25,340000.0,736.29,150583.0,43217.0,191481328,RSA5 ,39.9274034784531,-75.153259376508,193800.0,0.57
1009,Single Family,193800.0,11444800,2018-01-05,365900.0,729.0,152743.0,41057.0,191481329,RSA5 ,39.9281200912805,-75.15338349156809,193800.0,0.52965291063132
1023,Single Family,411800.0,12024100,2018-11-27,429500.0,896.0,349705.0,62095.0,191475723,RSA5 ,39.9318276524802,-75.1568945000648,411800.0,0.9587892898719441
1075,Single Family,254200.0,11311500,2018-05-16,255500.0,1200.0,197513.0,56687.0,191476529,RSA5 ,39.9285013982416,-75.1518803146453,254200.0,0.9949119373776908
1091,Single Family,507100.0,11139410,2018-06-24,535000.0,1054.5,0.0,126775.0,19148    ,RSA5 ,39.9258244740921,-75.15094551545,126775.0,0.23696261682242992
1101,Single Family,397600.0,11207405,2018-09-12,540000.0,3744.0,308935.0,88665.0,191475227,RSA5 ,39.931915413821,-75.1519991264945,397600.0,0.7362962962962963
1109,Single Family,241100.0,11209000,2019-02-01,50000.0,1800.0,177932.0,63168.0,191481908,CMX2 ,39.9257839042625,-75.1497999935246,241100.0,4.822
1110,Single Family,519500.0,11209106,2019-03-05,595000.0,1200.0,0.0,129279.0,191481908,CMX2 ,39.9257070123095,-75.14973388701921,129279.0,0.21727563025210084
1141,Single Family,178200.0,12155400,2018-05-16,93000.0,696.5,149866.0,28334.0,191481723,RSA5 ,39.9258064033027,-75.15712096893591,178200.0,1.9161290322580644
1145,Single Family,228300.0,21187500,2018-01-12,605000.0,930.0,166271.0,62029.0,191474605,RSA5 ,39.93612097574479,-75.1624843742977,228300.0,0.37735537190082646
1199,Single Family,206200.0,11096500,2018-01-19,212500.0,690.0,112176.0,54024.0,191481307,RSA5 ,39.92754282775321,-75.1497342315022,166200.0,0.7821176470588236
1289,Single Family,681700.0,21067910,2018-06-29,900000.0,1020.0,447417.0,194283.0,191473933,RSA5 ,39.9370577039363,-75.155530667097,641700.0,0.713
1308,Single Family,355300.0,21124100,2018-05-07,397200.0,692.0,208786.0,106514.0,191474823,RSA5 ,39.935768992002004,-75.1543438937807,315300.0,0.7938066465256798
1328,Single Family,673000.0,12503500,2018-02-09,219700.0,624.0,49239.0,156641.0,191474920,RSA5 ,39.9323626328183,-75.16623083848559,205880.0,0.9370960400546199
1352,Single Family,477500.0,12424100,2018-08-09,347500.0,880.0,366363.0,111137.0,191474923,RSA5 ,39.9319994662745,-75.16502408074041,477500.0,1.3741007194244603
1440,Single Family,248700.0,12507400,2018-11-15,313000.0,624.0,147768.0,60932.0,191476209,RSA5 ,39.9305984637487,-75.16660495136041,208700.0,0.6667731629392971
1442,Single Family,252800.0,12507600,2018-08-07,332000.0,662.88,150865.0,61935.0,191476209,RSA5 ,39.9305286605922,-75.1666200852208,212800.0,0.6409638554216868
1445,Single Family,395900.0,12508300,2018-08-17,375000.0,765.0,303754.0,92146.0,191474908,RSA5 ,39.9336210281424,-75.16619998535391,395900.0,1.0557333333333334
1449,Single Family,459500.0,12508700,2018-06-26,425000.0,765.0,67487.0,106949.0,191474908,RSA5 ,39.9334560940443,-75.1662379186881,174436.0,0.4104376470588235
1488,Single Family,429200.0,12167400,2018-05-07,430000.0,854.0,0.0,64400.0,191481245,RSA5 ,39.928137088750205,-75.1556202830873,64400.0,0.14976744186046512
1531,Single Family,188800.0,12217100,2018-02-19,95000.0,620.0,153871.0,34929.0,191475632,RSA5 ,39.9309424904542,-75.16005942555441,188800.0,1.9873684210526317
1552,Single Family,253200.0,11311600,2018-05-16,255500.0,1152.0,196737.0,56463.0,191476529,RSA5 ,39.9284591426336,-75.15188960018841,253200.0,0.9909980430528376
1563,Single Family,160000.0,11410700,2018-06-08,152500.0,560.0,124319.0,35681.0,191481815,RSA5 ,39.925101291268604,-75.15390320908391,160000.0,1.0491803278688525
1615,Single Family,166300.0,11409800,2018-06-20,215000.0,695.03,91070.0,35230.0,191481837,RSA5 ,39.925374475267205,-75.1556073219496,126300.0,0.5874418604651163
1623,Single Family,188500.0,12123400,2018-12-13,160000.0,672.0,33928.0,29972.0,191481727,RSA5 ,39.927346823862706,-75.15655407864459,63900.0,0.399375
1665,Single Family,201900.0,11065900,2018-12-28,399000.0,1025.28,111647.0,50253.0,191476105,RSA5 ,39.9284980923874,-75.14824827873849,161900.0,0.40576441102756894
1768,Single Family,302300.0,21391100,2018-02-23,289000.0,1075.54,223100.0,79200.0,191475328,RSA5 ,39.933137544415004,-75.148295559478,302300.0,1.0460207612456747
1819,Single Family,258300.0,21447800,2018-01-25,160000.0,1024.0,186751.0,71549.0,191474838,RSA5 ,39.9329911007563,-75.1541392194802,258300.0,1.614375
1845,Single Family,333000.0,21083400,2018-05-04,835000.0,1226.56,233100.0,99900.0,191472908,RSA5 ,39.936462473552204,-75.1545733854068,333000.0,0.39880239520958083
1855,Single Family,185600.0,12135500,2018-06-28,210000.0,630.52,156090.0,29510.0,191481721,RSA5 ,39.9272716517233,-75.15826427096559,185600.0,0.8838095238095238
1887,Single Family,205700.0,21290500,2018-06-27,425000.0,784.0,143024.0,62676.0,191475213,RSA5 ,39.932546871736996,-75.15007481523651,205700.0,0.484
1918,Single Family,325600.0,11324905,2018-08-28,485000.0,994.0,256621.0,68979.0,191475921,RSA5 ,39.931061716195,-75.1527048198355,325600.0,0.671340206185567
1944,Single Family,322600.0,21148100,2018-02-05,380000.0,790.56,231950.0,90650.0,191473824,CMX2 ,39.9366425764641,-75.15871330615171,322600.0,0.8489473684210527
1962,Single Family,338200.0,12233900,2018-10-08,435000.0,720.0,238761.0,59439.0,191476321,RSA5 ,39.9303407205292,-75.1619280764589,298200.0,0.6855172413793104
1975,Single Family,167500.0,11371100,2018-04-27,245000.0,730.19,90148.0,37352.0,191481840,RSA5 ,39.9271072934055,-75.1546817425949,127500.0,0.5204081632653061
1978,Single Family,161000.0,11371400,2018-03-08,265000.0,672.0,125097.0,35903.0,191481840,RSA5 ,39.927138329723896,-75.1548311478722,161000.0,0.6075471698113207
1980,Single Family,178700.0,11371600,2018-11-21,225000.0,650.0,138850.0,39850.0,191481840,RSA5 ,39.9271557797785,-75.1549312801191,178700.0,0.7942222222222223
1988,Single Family,220300.0,21338000,2018-11-27,135000.0,770.0,162581.0,57719.0,191475426,RSA5 ,39.931597816993104,-75.1471569987431,220300.0,1.6318518518518519
2000,Single Family,382200.0,21208300,2018-12-07,420000.0,1313.8,287796.0,94404.0,191474416,RSA5 ,39.9363074260686,-75.16554985838451,382200.0,0.91
2003,Single Family,337000.0,21208700,2018-03-23,500000.0,1376.27,213761.0,83239.0,191474416,RSA5 ,39.936340926290995,-75.16577859396159,297000.0,0.594
2035,Single Family,267600.0,11373300,2018-05-30,256000.0,886.98,210909.0,56691.0,191481809,RSA5 ,39.9266817860208,-75.1531430837935,267600.0,1.0453125
2052,Single Family,565000.0,21205400,2018-03-27,537500.0,781.62,157134.0,130026.0,191474511,RSA5 ,39.936038748270796,-75.1637245343086,287160.0,0.5342511627906976
2060,Single Family,184700.0,11162800,2018-10-20,241000.0,675.0,96309.0,48391.0,191481906,RSA5 ,39.924445761147204,-75.14878736053221,144700.0,0.6004149377593361
2071,Single Family,180900.0,12187600,2018-10-10,140000.0,630.0,152137.0,28763.0,191481223,RSA5 ,39.9285986264838,-75.15810947227591,180900.0,1.292142857142857
2073,Single Family,180900.0,12187900,2019-02-15,187650.0,630.0,152137.0,28763.0,191481223,RSA5 ,39.9284840467519,-75.1581346698531,180900.0,0.9640287769784173
2089,Single Family,225100.0,11102200,2019-01-18,254000.0,945.5,166124.0,58976.0,191481319,RSA5 ,39.9276325407744,-75.1504905912018,225100.0,0.8862204724409449
2097,Single Family,291100.0,11103800,2019-02-22,289000.0,700.0,174832.0,76268.0,191481320,RSA5 ,39.9271304915199,-75.1497959307973,251100.0,0.8688581314878893
2116,Single Family,708800.0,11236100,2018-09-25,793993.0,880.0,0.0,148800.0,191475928,RSA5 ,39.930682860119,-75.15174330852079,148800.0,0.1874071937661919
2117,Single Family,645000.0,11236102,2018-10-01,730620.0,800.0,0.0,135500.0,191475928,RSA5 ,39.930692674952795,-75.1518171592657,135500.0,0.18545892529632366
2118,Single Family,645000.0,11236104,2018-10-12,723020.0,800.0,0.0,135500.0,191475928,RSA5 ,39.9307019881002,-75.151887440857,135500.0,0.18740837044618405
2119,Single Family,645000.0,11236106,2018-10-19,739800.0,800.0,0.0,135500.0,191475928,RSA5 ,39.9307113012047,-75.1519577224675,135500.0,0.18315761016490945
2120,Single Family,645000.0,11236108,2018-10-26,698680.0,800.0,0.0,135500.0,191475928,RSA5 ,39.9307206133393,-75.15202800296241,135500.0,0.19393713860422512
2121,Single Family,645000.0,11236110,2018-10-31,726930.0,800.0,0.0,135500.0,191475928,RSA5 ,39.9307299254573,-75.15209828464592,135500.0,0.186400341160772
2122,Single Family,708800.0,11236112,2018-12-17,780580.0,880.0,0.0,148800.0,191475928,RSA5 ,39.930743427392,-75.1522001922648,148800.0,0.19062748212867356
2123,Single Family,708800.0,11236114,2018-12-19,753695.0,880.0,0.0,148800.0,191475928,RSA5 ,39.93075366987,-75.1522775016124,148800.0,0.19742734129853587
2124,Single Family,708800.0,11236116,2018-12-21,750975.0,880.0,0.0,148800.0,191475928,RSA5 ,39.9307639131961,-75.1523548109489,148800.0,0.19814241486068113
2125,Single Family,708800.0,11236118,2018-12-28,754675.0,880.0,560000.0,148800.0,191475928,RSA5 ,39.930774191155706,-75.1524321002572,708800.0,0.9392122436810547
2144,Single Family,222600.0,11153000,2018-07-26,305000.0,742.0,124279.0,58321.0,191481919,RSA5 ,39.92509880353511,-75.15069209392951,182600.0,0.598688524590164
2155,Single Family,324500.0,21034500,2018-04-20,310000.0,446.56,187200.0,97300.0,191473800,RSA5 ,39.9385938128971,-75.159242749415,284500.0,0.917741935483871
2159,Single Family,287500.0,21035100,2018-08-17,435000.0,540.0,161300.0,86200.0,191473719,RSA5 ,39.9386885236586,-75.1600794184935,247500.0,0.5689655172413793
2174,Single Family,234700.0,11286600,2018-09-26,286000.0,768.0,142362.0,52338.0,191476512,RSA5 ,39.9292324235168,-75.1545780787003,194700.0,0.6807692307692308
2189,Single Family,321900.0,12270100,2018-08-07,400000.0,1190.0,222348.0,59552.0,191475704,RSA5 ,39.9311560073992,-75.15979405533879,281900.0,0.70475
2216,Single Family,506300.0,21081800,2018-01-18,525000.0,675.0,155682.0,131790.0,191474033,RM1  ,39.9361699856255,-75.1533360538999,287472.0,0.5475657142857143
2251,Single Family,46800.0,12128700,2018-04-25,89000.0,560.0,37440.0,9360.0,191481728,RSA5 ,39.927157945549,-75.1568160573535,46800.0,0.5258426966292135
2299,Single Family,171700.0,12129700,2018-09-19,100000.0,616.0,144400.0,27300.0,191481730,RSA5 ,39.927315512293504,-75.1576952437771,171700.0,1.717
2308,Single Family,223300.0,12352500,2018-06-05,272000.0,992.0,147795.0,35505.0,191481630,RSA5 ,39.9266921220681,-75.1597785633786,183300.0,0.6738970588235295
2323,Single Family,254800.0,11112400,2018-04-24,350000.0,1092.0,191380.0,63420.0,191481313,RSA5 ,39.92639067903821,-75.14811576152741,254800.0,0.728
2342,Single Family,185200.0,11166100,2018-06-01,174000.0,728.0,136678.0,48522.0,191481930,RSA5 ,39.924740768026,-75.15099000076991,185200.0,1.064367816091954
2344,Single Family,286200.0,11166300,2018-08-24,259000.0,728.0,214965.0,71235.0,191481930,RSA5 ,39.9247541720855,-75.15108821312141,286200.0,1.1050193050193051
2370,Single Family,531000.0,11060710,2018-10-12,510000.0,758.5,0.0,132166.0,191476111,RSA5 ,39.930746685075796,-75.14759713275691,132166.0,0.25914901960784315
2385,Single Family,197500.0,11161200,2018-03-06,285000.0,675.0,105755.0,51745.0,191481906,RSA5 ,39.9243348113695,-75.147952769488,157500.0,0.5526315789473685
2397,Single Family,213400.0,12319700,2018-05-21,301000.0,920.0,173921.0,39479.0,191481113,RSA5 ,39.928575346898,-75.1622044500089,213400.0,0.7089700996677741
2402,Single Family,178100.0,11014400,2018-11-15,169900.0,560.0,131438.0,46662.0,191476012,RSA5 ,39.9301404754075,-75.1490093694803,178100.0,1.0482636845203062
2420,Single Family,185700.0,12036200,2018-01-03,167000.0,717.5,153221.0,32479.0,191475810,RSA5 ,39.9307771455001,-75.1556131325877,185700.0,1.1119760479041916
2444,Single Family,180400.0,11005300,2018-03-16,304000.0,597.96,93135.0,47265.0,191476005,RSA5 ,39.9310831980001,-75.1485659623381,140400.0,0.4618421052631579
2454,Single Family,175900.0,11016000,2018-05-29,175825.0,466.05,129814.0,46086.0,191476013,RSA5 ,39.92990979838171,-75.1486970921494,175900.0,1.0004265605004976
2469,Single Family,367400.0,12036900,2018-08-22,340000.0,717.5,97977.0,55496.0,191475810,RSA5 ,39.9308227362692,-75.15595499636999,153473.0,0.45139117647058824
2507,Single Family,538700.0,11073730,2018-10-03,550000.0,950.0,0.0,134675.0,191470000,RSA5 ,39.931386808145795,-75.148185883236,134675.0,0.24486363636363637
2532,Single Family,286700.0,12088000,2019-03-14,284000.0,689.5,243394.0,43306.0,191476420,RSA5 ,39.9293321819309,-75.15765367473641,286700.0,1.009507042253521
2544,Single Family,190000.0,11365200,2018-09-20,255000.0,848.0,80629.0,42371.0,191481327,RSA5 ,39.9269043029083,-75.1517327431612,123000.0,0.4823529411764706
2550,Single Family,252900.0,21333400,2018-11-26,461000.0,594.69,190488.0,62412.0,191475002,RSA5 ,39.933769705402206,-75.1626911322877,252900.0,0.548590021691974
2562,Single Family,284100.0,12208700,2019-01-24,190000.0,720.0,63242.0,52558.0,191475616,RSA5 ,39.9319960611185,-75.159723830071,115800.0,0.6094736842105263
2599,Single Family,93700.0,11415600,2018-06-15,159000.0,983.2,62357.0,31343.0,191481824,RSA5 ,39.925181908942,-75.1554687166003,93700.0,0.5893081761006289
2611,Single Family,178600.0,21200010,2018-09-26,210000.0,798.56,123394.0,55206.0,191470000,RSA5 ,39.935203434190605,-75.15919925282391,178600.0,0.8504761904761905
2618,Single Family,186700.0,12254700,2018-03-26,155000.0,857.39,157015.0,29685.0,191475734,RSA5 ,39.932088039552205,-75.15794198052609,186700.0,1.2045161290322581
2642,Single Family,238900.0,12354800,2018-04-16,335000.0,1120.0,194703.0,44197.0,191481617,RSA5 ,39.92689420543179,-75.16146539215801,238900.0,0.713134328358209
2674,Single Family,230400.0,21322800,2018-04-30,245000.0,488.46,133500.0,56900.0,191475001,RSA5 ,39.9340662052733,-75.1634954677579,190400.0,0.7771428571428571
2713,Single Family,202100.0,11272700,2018-05-01,232000.0,1105.6,157031.0,45069.0,191476522,RSA5 ,39.9293787857875,-75.152823855995,202100.0,0.8711206896551724
2732,Single Family,212500.0,21324900,2018-03-05,330000.0,588.0,120012.0,52488.0,191474402,RSA5 ,39.9343903029825,-75.16677594394191,172500.0,0.5227272727272727
2756,Single Family,626000.0,12263905,2018-08-29,626211.0,936.04,0.0,93900.0,191475737,RSA5 ,39.931444473774704,-75.15857565140921,93900.0,0.14994945793031422
2779,Single Family,255300.0,21138200,2018-10-02,266500.0,572.0,178797.0,76503.0,191473823,RSA5 ,39.9367755294233,-75.158774184666,255300.0,0.9579737335834897
2780,Single Family,367700.0,21138300,2018-06-14,365000.0,572.0,262906.0,104794.0,191473823,RSA5 ,39.936795704238,-75.1588240394832,367700.0,1.0073972602739727
2783,Single Family,320500.0,21138600,2018-01-12,300000.0,514.56,184350.0,96150.0,191473823,RSA5 ,39.9368412232069,-75.1589843417339,280500.0,0.935
2796,Single Family,365500.0,21237000,2019-01-28,395000.0,936.0,229700.0,95800.0,191475409,RSA5 ,39.9328419661135,-75.1471079898186,325500.0,0.8240506329113924
2799,Single Family,557100.0,12263910,2018-11-29,570000.0,740.52,0.0,83600.0,191475737,RSA5 ,39.931375758165004,-75.1585628364287,83600.0,0.14666666666666667
2800,Single Family,557100.0,12263915,2019-02-01,570000.0,765.93,0.0,83600.0,191475737,RSA5 ,39.9313299557521,-75.15856989160109,83600.0,0.14666666666666667
2801,Single Family,589800.0,12263920,2018-09-17,614418.0,701.75,0.0,88500.0,191475737,RSA5 ,39.9312853727505,-75.1585953430575,88500.0,0.14403874886477935
2802,Single Family,589800.0,12263925,2018-08-29,625000.0,712.04,0.0,88500.0,191475737,RSA5 ,39.931234330973,-75.1586061488787,88500.0,0.1416
2803,Single Family,543000.0,12263930,2019-02-26,610000.0,813.78,0.0,81500.0,191475737,RSA5 ,39.931180159645294,-75.1586110395539,81500.0,0.13360655737704918
2842,Single Family,456200.0,21237320,2018-08-29,499100.0,830.0,330289.0,125911.0,191475409,CMX1 ,39.9328630379387,-75.14737603015409,456200.0,0.914045281506712
2851,Single Family,186700.0,21238400,2018-09-06,247000.0,877.5,95200.0,51500.0,191475309,RSA5 ,39.9330319274446,-75.1483831685961,146700.0,0.5939271255060729
2868,Single Family,224600.0,12312700,2018-09-13,279000.0,727.5,183049.0,41551.0,191481118,RSA5 ,39.9285321672488,-75.16069395463691,224600.0,0.8050179211469534
2896,Single Family,351600.0,21136600,2018-11-29,410000.0,510.14,206200.0,105400.0,191474715,RSA5 ,39.9365015805615,-75.15772240012771,311600.0,0.76
2914,Single Family,471400.0,12313100,2018-06-07,445000.0,800.0,92263.0,82849.0,191481118,RSA5 ,39.9285591800836,-75.1609251830936,175112.0,0.3935101123595506
2922,Single Family,221800.0,12173700,2018-10-20,191200.0,1144.0,186534.0,35266.0,191481738,RSA5 ,39.9271802096395,-75.15702269035,221800.0,1.1600418410041842
2933,Single Family,412400.0,11051200,2019-01-29,360000.0,600.0,48623.0,102646.0,191475516,RSA5 ,39.9302583568676,-75.1466367560446,151269.0,0.4201916666666667
2934,Single Family,254600.0,11051300,2018-11-19,185000.0,750.0,187895.0,66705.0,191475516,RSA5 ,39.930220763520396,-75.1466440583164,254600.0,1.3762162162162161
2936,Single Family,225900.0,11052800,2019-02-25,237500.0,819.09,166714.0,59186.0,191475518,RSA5 ,39.9282443258741,-75.1471042338692,225900.0,0.9511578947368421
2970,Single Family,310100.0,12174600,2019-02-04,280000.0,1135.6,260794.0,49306.0,191481742,RSA5 ,39.925961675469,-75.1572825780807,310100.0,1.1075
3004,Single Family,208700.0,11097500,2018-04-04,190000.0,746.46,114020.0,54680.0,191481307,RSA5 ,39.9277132402062,-75.15021633054509,168700.0,0.8878947368421053
3055,Single Family,182900.0,11146900,2018-06-22,225000.0,708.75,134981.0,47919.0,191481901,RSA5 ,39.9250593743591,-75.14935031169429,182900.0,0.8128888888888889
3079,Single Family,276500.0,21198200,2019-02-01,225000.0,728.0,198816.0,77684.0,191475111,RSA5 ,39.9347114187235,-75.1567276592956,276500.0,1.228888888888889
3113,Single Family,304500.0,11149800,2018-03-29,292500.0,675.0,228710.0,75790.0,191481902,RSA5 ,39.924748801012996,-75.1486122177719,304500.0,1.041025641025641
3174,Single Family,256500.0,12250500,2019-02-11,335000.0,1064.88,54848.0,47452.0,191481123,RSA5 ,39.929640656294495,-75.16065103576891,102300.0,0.3053731343283582
3182,Single Family,541600.0,21028701,2018-10-03,550000.0,1165.0,0.0,140872.0,191474000,RM1  ,39.9369214745535,-75.15247217887149,140872.0,0.2561309090909091
